CXC_g,CRE_g,CN_g,CNumerical_Error_g,CXC_r,CRE_r,CN_r,CNumerical_Error_r,CXC_W1-fixBA,CRE_W1-fixBA,CN_W1-fixBA,CNumerical_Error_W1-fixBA,CXC_W2,CRE_W2,CN_W2,CNumerical_Error_W2,CXC_W3-fixBA,CRE_W3-fixBA,CN_W3-fixBA,CNumerical_Error_W3-fixBA,VFID,Vcosmic,logmstar,logsfr,delta_logsfr,Size Ratio,NUV_r,W1_W3,SNR,cluster_member,rich_group_memb,poor_group_memb,filament_member,pure_field,CRE_g_unscaled,CRE_W1-fixBA_unscaled,CN_g_unscaled,CN_W1-fixBA_unscaled,Feature Cluster,Comp1,Comp2,RA,DEC,ms_pop,transition_pop,suppressed_pop
160.5492,-1.2775498765708075,0.9885165658010316,False,160.08,0.5730935051122213,1.6167,False,15.5634,-1.2442764996184135,3.4487345403630534,False,15.5625,0.8701710624601882,0.8806,False,15.6734,0.5121708948734356,2.2922,False,b'VFID1333',2151.6443589405953,8.436722197846095,-1.5407836042861471,0.275581230682429,0.8013586462061018,1.9431227337036123,0.1887597326757806,17.038967,False,False,False,False,True,0.5010519386422044,0.639128182241775,1.6603,3.1273,1,-3.063360791238792,1.8671950407531777,210.31124250000002,50.2231023,True,False,False
121.8922,-0.6376563979044905,-1.1149959162603689,False,122.134,1.3954731481056775,0.6765,False,12.0278,-0.842593935346271,-0.9351473367893546,False,12.1632,1.3927292311068429,0.5495,False,11.0367,11.336833429961372,19.991,True,b'VFID1334',3466.769274155874,8.552125945934387,-2.062293705571846,-0.33811479367875785,10.319877188992496,2.460558368286133,-1.4500588841650384,1.3273395,False,False,True,False,False,1.5058589688658328,1.0985434441074156,0.5969,0.6653,0,-0.19576406039619637,-1.7668166999094395,131.3034765,50.2202561,True,False,False
354.6346,0.22347222146953025,-0.3900219415796247,False,355.2925,2.8269165902548377,1.0911,False,33.9613,0.3520054703983285,-0.3933052347513863,False,33.937,2.5348924749249453,0.8585,False,34.3733,2.481522687269003,1.0157,False,b'VFID1335',2392.759169811498,8.893973665480091,-1.1523427947008253,0.2987639847909731,1.0067685742269485,1.7640908403930684,0.11802586545166172,22.750315,False,False,True,True,False,2.8580654212228684,2.4648392399161354,0.9634,0.9696,0,0.628817378986464,-0.2845743925798569,212.86206149999998,50.2090402,True,False,False
781.1334,1.313432554959982,2.221269037891181,False,781.6007,4.271156475675297,1.9641,False,74.3908,1.1025234577970877,0.9626354839535525,False,74.3735,3.420679819994128,1.5751,False,74.2004,3.6629338717314495,0.2901,False,b'VFID1336',3476.231919966887,10.999466083791031,-1.891529654665516,-2.1223159273988204,1.1022219709391077,4.7861341762084955,-0.22691406844970707,238.205,False,False,True,False,False,4.569599984817329,3.3232270525424035,2.2835,1.7311,2,0.35470018492983635,2.7931311754557675,130.9085805,50.2055329,False,False,True
307.5952,-1.1472576799300045,0.8100918658932468,False,307.4427,0.7623803092198154,1.4643,False,29.7959,-1.2700297310622912,-0.44939470637214207,False,29.8394,0.9077130335146496,0.5994,False,-70.2323,0.004516434637847794,6.1189,True,b'VFID1337',2506.8011689908335,8.374902447713787,-2.2308987388083303,-0.3651515326027064,0.007407956144899622,2.6664803192138677,-0.46583764819335727,4.0973334,False,True,False,True,False,0.7056461711710658,0.6096735117630738,1.5701,0.9381,0,-1.631123500122629,-0.6296453861521323,218.408676,50.2007783,True,False,False
449.3615,-1.1561620144726938,2.864745256073025,False,448.856,0.7675185207197306,2.3789,False,42.9437,-1.2408181258219013,1.5530884613961755,False,42.9459,0.7586905701443042,1.0765,False,43.0481,0.5725661439193083,1.6461,False,b'VFID1338',1181.0503278103272,9.073475668783644,-1.0590778157789829,0.248640571719021,0.890344781946926,2.3816271555175774,0.8235537764428713,165.66312,False,False,False,True,False,0.6916639409307994,0.6430836183116299,2.6088,2.0627,1,-3.033506186416651,1.8670611984281942,176.4858495,50.1998014,True,False,False
358.0247,-0.9503129786491024,0.8094984356274781,False,357.9478,0.9926372570756277,1.5293,False,34.4246,-1.0857845620328501,0.41598571291951913,False,34.4198,0.8271249358086981,1.0136,False,32.6374,0.778478675210862,0.0269,True,b'VFID1339',854.1794624802529,8.485826139013461,-4.3205430875759845,-2.543403080380722,0.9489016863944176,4.693522823852538,-2.166508618076172,2.4828951,False,False,True,True,False,1.0149029881412799,0.8203997172445555,1.5698,1.4241,1,-1.6865769332171874,0.04300369752074328,139.71756150000002,50.1878767,False,False,True
546.0287,-0.6926285849332298,1.399565929890141,False,546.4376,1.4884492969245129,1.677,False,52.6519,-0.6611563802045499,1.6205738891557517,False,52.6756,1.231393935544477,1.2926,False,52.4962,0.47666459816594176,0.0633,False,b'VFID1340',1153.4041476122281,8.503381796461191,-3.2044178966713743,-1.4413015630034036,0.36496420047732697,3.8749706909179693,-0.3817302492065444,11.295178,False,True,False,True,False,1.419537664094341,1.30605850530689,1.8681,2.1006,1,-1.8819381623559592,1.3833420709461983,178.490772,50.180105,False,True,False
191.909,-1.3098962957987468,3.164625350374801,False,191.9457,0.5338720922452769,2.4012,False,18.5525,-1.4080469913241989,0.900313848819379,False,18.5798,0.6574993466469895,0.8035,False,18.349,0.003288123042385878,10.3901,True,b'VFID1344',1738.132661708082,8.359131727821637,-1.8172346253889287,0.06111042443014947,0.007277515941225395,2.2432465773315435,0.2522773979931632,15.525892,False,False,False,False,True,0.45025925122408056,0.4518194214813662,2.7604,1.6961,1,-3.121101446094265,1.5298172109732973,164.244525,50.140611,True,False,False
427.3524,-0.03246753668660201,-0.8105661899210331,False,429.066,2.503383770925402,0.8806,False,41.079,0.09813553351633207,-0.49480046911275405,False,41.1604,3.2653673848339966,1.1646,False,40.8902,1.2146123589377382,1.3349,False,b'VFID1346',1348.9100246464789,8.634024692232074,-1.5560057564177805,0.10275143693284527,0.5585756756152626,2.1106348289184584,-1.6487307958569328,6.1799154,False,False,True,True,False,2.456170298232996,2.1744812958420745,0.7508,0.9126,0,0.5018342884207683,-0.7800519087528806,178.16319000000001,50.0377926,True,False,False
305.72,-1.2418104226344888,1.9627312521046234,False,305.7697,0.6184643560205402,2.0566,False,29.5377,-1.3582630029023381,1.1027701320981074,False,29.5312,0.8287304230511836,0.8493,False,29.4703,0.374766184335453,1.642,False,b'VFID1348',2291.8704698079932,8.962836948196829,-1.712846050216834,-0.3167481017934495,0.7366285204123042,2.743047306945803,-0.023760516584472313,29.863844,False,False,True,False,False,0.5571726146122326,0.5087587215950988,2.1528,1.8098,1,-2.6810689434399295,0.9711102099969674,210.7533795,50.012159,True,False,False
753.2322,0.21822769746101978,-0.8983938692547986,False,752.4068,2.8987421740945725,0.8745,False,71.7881,0.34139080369771635,-0.5544511770268912,False,69.8336,0.0013512064103492112,0.4838,False,72.4034,1.993261480608278,0.4491,False,b'VFID1349',757.5488816844108,8.865587080352238,-1.363887518268576,0.1098948120291634,0.8126808529581979,2.1503914181518553,-0.6443909248779303,27.410728,False,False,True,True,False,2.8498300902347933,2.4526989572262092,0.7064,0.8791,0,0.8572268873188241,-0.697776083271068,124.835571,50.0096173,True,False,False
789.4998,1.408079513387454,0.007378526396804662,False,789.4289,4.6267088783064585,1.4397,False,75.1944,0.5376861604663822,0.9820442217524805,False,75.1852,2.763480051930664,2.1545,False,75.1259,1.87275020212252,1.6871,False,b'VFID1350',2246.0047035170032,9.945147777738338,-1.5119316821698785,-0.9005156185935164,0.6995163240628779,3.8574620701904276,0.7960450116040025,280.0832,False,False,False,False,True,4.718221485719981,2.677207289810413,1.1643,1.742,2,0.8518047091816293,1.3246552937593292,204.005037,49.9607878,False,True,False
665.6474,2.4407086815783217,-0.9585281361860253,False,663.8083,5.998654199234139,0.9172,False,63.6137,2.2488825079019485,-0.5248929157918261,False,63.7407,4.967091500377854,0.8215,False,63.5001,4.014491185153663,0.7049,False,b'VFID1351',2734.863335765491,9.649784568222374,-0.5083108889351347,0.3390449128457109,0.8662470495672697,2.203974376647949,0.42766121744872976,100.200226,False,True,False,True,False,6.339730506213112,4.634349042988471,0.676,0.8957,2,3.4036372847156096,0.7356216687329833,217.8788415,49.9588449,True,False,False
391.8133,-0.6816113054121622,-0.21515782326645203,False,391.4231,1.435195964826088,1.2133,False,37.7234,-0.6588057116636593,-0.16093456660825486,False,37.7833,1.424438694184553,0.9509,False,38.5502,1.190054868039208,0.5703,False,b'VFID1352',1473.8004066292,9.218433595080334,-0.7446622536254976,0.4472619723817963,0.9093085538062002,2.1206567958374016,0.9889254779980483,218.16817,False,False,False,False,True,1.4368377933905174,1.3087470287812146,1.0518,1.1001,0,-0.6918852350398635,-0.6988259214487886,254.86062450000003,49.9219722,True,False,False
233.8017,-0.0583198150422777,-0.45767299187725485,False,233.8896,2.2598581645302955,1.0269,False,22.4179,-0.1594488739246018,0.05309573462396239,False,22.2848,2.1717537632613513,0.8605,False,22.6564,2.138318352508361,0.047,True,b'VFID1356',3436.6639093337517,8.910767794125542,-1.6482546886967302,-0.2105632642265458,1.1374790026678965,2.383659245300292,-0.9910253010253882,4.9052196,False,False,False,False,True,2.4155751805999452,1.8798750108732112,0.9292,1.2203,0,0.012720539344629397,-0.31620596699430675,222.1764225,49.8870104,True,False,False
735.0662,0.3702126029880122,-0.5686444515759991,False,739.4966,2.909633550144286,1.0719,False,70.5885,0.3727403722494207,-0.4093307980716022,False,70.8115,2.6945017069990933,0.9308,False,73.3687,3.48445327013011,0.7574,False,b'VFID1357',1408.9610559374053,9.258379012481784,-0.8720654877585748,0.2879498510870039,1.4001917721583548,1.61250281225586,-1.1582741235571277,28.869175,False,False,False,False,True,3.088487783511633,2.4885543104991443,0.8731,0.9606,0,0.8000291418530818,-0.3399339853954477,259.714167,49.8842222,True,False,False
188.0616,-0.2251261892072676,1.1432040550780687,False,188.0376,2.1589935021078395,1.627,False,19.7329,-0.4055841501702676,-1.5273809323786685,False,25.5979,5.014522831067565,1.1568,False,17.4024,4.248867461227345,18.9518,True,b'VFID1359',2542.1381569982655,8.340029750368295,-1.8855636236617292,0.008040318985996553,2.6582612184079317,1.9641815734863286,-1.7606439681396466,1.5211875,False,False,False,True,False,2.1536437450797266,1.5983634083079499,1.7385,0.3327,0,-0.2932492813865004,-0.4752046220847833,215.996499,49.83644,True,False,False
631.9886,-1.0847875353053984,3.378062435962938,False,631.7938,0.7008980220459525,4.012,False,60.5093,-1.1908224101387495,3.1640136987072167,False,60.5074,0.8490863637137229,3.8887,False,60.5231,0.6436593190654957,3.6094,False,b'VFID1363',2012.7130531067864,10.222256389660746,-3.4073102810547624,-3.017251960232908,0.91916524260784,5.855978070434572,-2.1222506644995107,24.745718,False,False,True,True,False,0.8037413113633348,0.7002650766464106,2.8683,2.9674,1,-3.684810372367261,3.224949616718179,131.024583,49.7939042,False,False,True
269.5593,-1.0172211012884314,-0.15443012606945664,False,268.3942,1.0182275567447925,1.1338,False,25.5457,-0.8620450912219108,1.1040165648007907,False,25.6561,1.0976182156831986,0.8998,False,26.4259,0.6071231555170759,2.8712,False,b'VFID1366',1823.4715393591696,8.765730263245462,-0.855926630762697,0.6976225443113963,0.5640853453801776,1.4934470579833992,0.7201010593090817,61.13017,False,False,True,False,False,0.909839013826079,1.0762966286739677,1.0825,1.8105,1,-1.4669010794277235,-0.06576504941959356,163.75967550000001,49.7261725,True,False,False
158.4332,-0.8884067989215719,-0.20803666007722812,False,158.897,1.1562405212194522,1.1665,False,15.2916,-0.90634670572606,-0.7520997913095545,False,0.0,0.0,0.0,False,15.4623,1.001383522254327,0.782,False,b'VFID1368',3274.0795961282133,9.125331068505849,-0.9394386971502031,0.32685696388502916,0.9763616495082533,2.2487061250610356,0.7010352005566407,64.77466,False,False,False,False,True,1.1121125498548274,1.0256276685577272,1.0554,0.7681,0,-0.7764046667526224,-1.2202799570927685,221.23246799999998,49.7140121,True,False,False
677.435,2.427114330974188,-0.004094458741389537,False,676.6378,6.989315631121564,1.6761,False,64.5481,2.484988160622362,0.5151661436901891,False,63.9432,0.005118880627971029,0.7061,False,65.0287,4.78173709798368,1.3695,False,b'VFID1370',2785.4732316881987,10.335586495751219,0.325044404110619,0.6245732524044227,0.9749913022123078,2.1342281088867185,1.2000133722558601,547.50836,False,True,False,True,False,6.318383673476469,4.904389492638203,1.1585,1.4798,2,2.8498441855170773,2.0304985812587004,217.45755450000001,49.6226171,True,False,False
1273.8134,2.380586094006169,-1.4099307583474054,False,1274.5809,5.992360590801424,0.5873,False,121.697,2.5606841595045675,-0.7216512210011442,False,121.6669,4.944122643293194,0.9155,False,121.4872,102.2561630775403,19.9962,True,b'VFID1374',1502.8560291305728,10.459569546790885,-0.49894513679474634,-0.2984554635289715,20.48825463304544,3.5539452480468743,0.9315761763403323,1110.7712,False,True,False,True,False,6.245321669927351,4.9909650631055555,0.4478,0.7852,2,3.7934020960389954,0.4154086219828921,181.535652,49.5827722,True,False,False
294.8383,-0.9359568168560052,-0.28913879639894835,False,294.903,1.0963152411000066,0.97,False,27.9614,-0.8434069812642918,-0.1468676832493986,False,27.8989,1.0759801074678508,0.7966,False,27.3547,2.4823421336668368,5.107,False,b'VFID1375',1497.1842591419713,8.523210203715527,-2.118585171343463,-0.37130801149902526,2.2615811850286307,2.911360871704101,-0.2359413033398443,12.518937,False,True,False,True,False,1.0374460719164063,1.0976135414017476,1.0144,1.108,0,-0.9386201767924889,-0.8902455716757108,179.99055,49.5642266,True,False,False
351.5882,-1.1136427714466501,0.2530586564250406,False,351.4856,0.8568048855859955,1.2421,False,33.7549,-1.1134213804259856,-0.10288641502613936,False,36.39,0.0015181139009550666,0.8868,False,31.7937,0.5969813410719357,0.4948,False,b'VFID1376',947.9285635350134,8.137996996624363,-2.586765362049088,-0.5317751888508782,0.7568310743515351,2.7413069589843744,-0.6354879794775368,3.8875651,False,False,False,False,True,0.7584307321808076,0.7887907371977806,1.2885,1.1327,0,-1.4265002261870197,-0.688111809153275,217.0903725,49.5614499,False,True,False
305.0646,-1.1951828491731133,-0.08895498674631187,False,305.1339,0.6821477565984151,2.1882,False,29.4179,-1.3401106267858052,-0.1810555516658595,False,29.2929,0.8711922319355174,0.5012,False,29.2951,0.006866236859155355,9.1381,True,b'VFID1378',2844.05598750681,8.160707851241161,-2.287809753443664,-0.2509612882173746,0.012966905360944454,2.647727883789063,-0.881878668657226,2.5016646,False,False,False,False,True,0.6303906035092416,0.5295200873321749,1.1156,1.0888,0,-1.4680064096072738,-1.0463282253400923,197.7925185,49.5252399,True,False,False
1060.9153,3.102603927767094,-0.14513305190574738,False,1059.9292,6.991357740562062,1.1565,False,100.957,2.8366262541320855,-0.21755822367301797,False,100.9168,5.431124509733415,0.9719,False,100.7517,5.693449050251032,0.4157,False,b'VFID1382',2494.0145870351726,10.89417864858749,0.6541653412481356,0.5074839573357999,1.0729061703514908,3.5898736557617195,1.312322983132324,1917.2533,False,True,False,True,False,7.3790863034127465,5.306567533660304,1.0872,1.0683,2,3.773076126973637,1.8574777584769575,218.1951975,49.4578642,True,False,False
212.096,-0.24089843438863945,0.2752133863470717,False,211.7183,2.249214325248079,1.4557,False,20.3776,-0.1623415192149287,-0.18479484977390986,False,20.3653,1.796809602191063,0.7735,False,20.3869,9.019575724465628,7.9251,False,b'VFID1383',2502.4487947713105,8.717800744473836,-1.1704528301355384,0.4213830297622223,4.8064244870501165,1.6288219777221666,-0.0642679407275395,11.359948,False,True,False,True,False,2.1288770247285767,1.8765666138658679,1.2997,1.0867,0,-0.2846168286546899,-0.09212814998426526,218.499696,49.4510059,True,False,False
583.4952,0.7041042137846454,-0.6414385641769578,False,578.4991,3.5157581833159757,0.8409,False,54.9164,0.5787977880065228,-0.7889585869460514,False,51.8871,3.346358461253764,0.5853,False,55.2984,2.2386861321711784,0.8578,False,b'VFID1389',2704.6864406106547,10.047533308645802,-0.20563946187854304,0.32398978946137996,0.8217690725337627,3.9889350964965846,1.343333933620606,630.89703,False,False,False,False,True,3.612788544570176,2.724227775168797,0.8363,0.7474,2,1.2836398670330704,-0.42802365409760484,224.081559,49.3990864,True,False,False
410.122,0.8988180113595055,-0.11803306976897733,False,410.5746,3.8761611563468077,1.2041,False,38.8519,0.6487825671504313,-0.26296398641363,False,38.3221,0.004650464533835591,1.519,False,39.5359,3.905155571819994,3.116,False,b'VFID1390',2284.241682582905,8.673824608630914,-1.5235335460601687,0.10343098810622253,1.3925741121221016,2.328637770874023,0.1383282586865242,6.991176,False,True,False,False,False,3.9185422351571444,2.804271268456259,1.1009,1.0428,2,1.0786455359787095,0.3129171471866014,210.2203575,49.3754082,True,False,False
211.664,-0.2551599912891508,-0.9585281361860253,False,212.6109,2.080405971538772,0.7894,False,20.5125,-0.37901145460649993,-1.2261003419586085,False,19.2746,1.892805258305223,0.3334,False,17.3798,0.9539610409148087,19.3277,True,b'VFID1391',2613.8440325627107,8.28366976850021,-1.630360426994764,0.30826455733569924,0.5856994159486497,1.9256706821289065,0.4002360222070287,5.957966,False,True,False,True,False,2.1064824963995252,1.6287553221641693,0.676,0.5019,0,0.3663566955698589,-1.5611698651516666,217.9513905,49.3733814,True,False,False
238.2123,0.21234238701891256,1.2383507076896478,False,238.1084,2.299540390207535,1.4797,False,23.007,0.367404334352227,1.441087579969333,False,23.0579,3.0340055381052653,1.2246,False,22.4686,3.0759073112774735,0.2586,False,b'VFID1395',3385.320752856268,8.61105273385373,-0.9741311709327349,0.7029763032626613,1.2390604653448318,1.3085856926879895,-1.344908150820313,4.193031,False,False,True,False,False,2.840588550034066,2.482451338984047,1.7866,1.9998,1,-0.5727872398785744,1.8443785233631058,173.32031550000002,49.2848758,True,False,False
710.8942,2.5545170136940514,0.8636983999010178,False,709.4244,7.3515382901161885,1.9675,False,68.2191,2.2243712774378586,0.719403045115608,False,68.0517,4.768684693829336,1.8373,False,67.9561,3.5092044510296923,0.7396,False,b'VFID1396',1351.7581268477022,9.579287945733416,-0.8503058835628365,0.05336348103987487,0.7618246994258162,2.365924676452636,0.32171082546142493,144.30359,False,True,False,True,False,6.518440582218658,4.606314882773641,1.5972,1.5945,2,2.3792436915979214,2.6489944221443023,179.322396,49.2832832,True,False,False
572.9902,1.5022181770156766,0.6443270116551938,False,573.7299,5.062797422001944,1.6759,False,54.6672,1.3798827972655419,-0.0845460481152256,False,55.1053,3.616895383911006,0.9919,False,54.8967,3.187078939979089,1.1348,False,b'VFID1398',2359.9292832410447,9.539489031425202,-0.5546227807016042,0.3808384426031137,0.8754627953422642,2.0232561126708983,-0.6785435994873055,76.69277,False,False,True,False,False,4.866044825358705,3.6404504645261286,1.4863,1.143,2,1.564925746756854,1.3464044273634144,278.469042,49.2785556,True,False,False
632.881,-0.19298403288141697,-1.1395243672454745,False,634.7043,2.0360441938245404,0.7868,False,60.4015,-0.5884466626494667,-0.2549512047535221,False,59.7779,0.011466786717031769,0.418,False,60.5434,0.9870316579828862,1.6054,False,b'VFID1399',2142.9372022581556,9.959347168751844,-0.35465961612633895,0.2454138005310657,0.7104941359568674,3.8173258944091817,1.817729082004396,796.6851,False,False,True,False,False,2.2041156841125717,1.3892185846876668,0.5845,1.0473,0,0.012131937121108261,-1.1073659118779606,141.0666675,49.24915,True,False,False
638.5968,1.4056956406300798,-1.112622195197294,False,638.7,4.439026020915469,0.6357,False,61.1071,1.3088227614217856,-1.3450456341575447,False,61.1234,3.750708704506203,0.6136,False,61.2014,2.9848529422455794,0.4084,False,b'VFID1400',3001.344782057556,9.925998901192647,-1.5262210459940138,-0.8995086260213887,0.8386356730477058,4.545574058166503,0.5299033407690423,116.25754,False,False,False,False,True,4.714478156266522,3.5591771709379527,0.5981,0.4351,2,2.5212824136499408,-0.5611512701274155,142.2307185,49.2385007,False,True,False
533.5719,0.011588412573475716,-0.5294780540352658,False,532.698,2.3402799220432757,1.1661,False,51.1812,-0.4013758143758149,0.02157879342753759,False,51.2309,1.5539579100670715,1.2405,False,51.4939,1.5476124984420394,1.1036,False,b'VFID1402',2317.0764917524784,9.949852451650164,-0.21074173929194184,0.3969161733186556,0.9653412493815586,3.1692315413208014,1.2663782659741223,393.11237,False,False,True,False,False,2.5253501367773197,1.6031765962901825,0.8929,1.2026,0,-0.06107674267833165,-0.42888204639798616,141.0127695,49.2043374,True,False,False
294.2922,-0.0530061637948038,-0.7818837270755468,False,294.0047,2.325962220628147,0.8074,False,28.0041,0.00253606348314944,-0.39437360563940077,False,28.0211,2.2453380343098166,0.7047,False,28.2839,1.954847932453333,1.1119,False,b'VFID1403',3211.824309042658,9.230077491165181,-0.8098928719597613,0.3727300676806853,0.946592692221475,2.137335946044921,0.32956580869140595,30.611227,False,False,False,False,True,2.423919060179319,2.065141584672149,0.7653,0.969,0,0.3852860398949406,-0.7381031331535235,115.634934,49.19128,True,False,False
181.8826,-0.6531591193864975,-0.18449725953507023,False,181.9617,1.3669192545462705,0.9973,False,17.4816,0.08606725790946221,2.751800597748329,False,17.4143,3.0467698741681692,1.5452,False,116.2778,0.0046150593386169985,6.4338,True,b'VFID1409',2561.541807349197,8.233020320648976,-2.2501503384898096,-0.2710659567760172,0.002135930624973301,2.204798866210936,-1.2141320609521493,0.9116829,False,False,False,False,True,1.4815154741248238,2.1606784811537065,1.0673,2.7359,1,-1.1924957558467215,1.3818088304447393,169.19181899999998,49.1174655,True,False,False
1042.3505,2.3109892529240024,0.9440092958683799,False,1044.0411,5.9530967786879065,1.8252,False,99.7311,1.6817698143326514,0.6025944946927004,False,100.0127,4.079279730897693,1.8132,False,102.0208,3.006798628328038,0.3699,False,b'VFID1412',857.8486287881165,9.37322277343087,-0.96986941976875,0.09840732056569268,0.7543915434190831,2.038416782714844,-0.47542205862304776,63.452545,False,False,True,True,False,6.136035675410778,3.98572684775933,1.6378,1.5289,2,1.90149958890508,2.360437047592,123.66717000000001,49.0616237,True,False,False
770.9957,-1.1664267567880737,0.11894341636131753,False,770.7322,0.8201806080341189,1.3765,False,74.9768,-0.5544390136590317,-0.11072113487157821,False,73.4466,2.5252675366835846,2.3442,False,74.2246,0.7711764792979169,14.9759,True,b'VFID1413',2364.173827273832,8.49949727311598,-1.9373652547420992,-0.17114591639517585,0.5399964209019328,2.113463073486326,-0.6570445237158218,5.433044,False,True,False,False,False,0.6755454999936852,1.4281140567744024,1.2207,1.1283,0,-1.05498089459628,-0.6178948476986101,212.394369,49.044256,True,False,False
1265.1815,-0.2808848474079846,-0.815115821958593,False,1264.455,2.0691270896765697,0.8083,False,120.7947,-0.21471097109506038,-0.5257832248651715,False,120.8143,0.0035528332954291356,5.2469,False,120.5676,1.5009299539869927,1.6352,False,b'VFID1414',1971.9640318885217,9.051039702626724,-1.0336321354652342,0.2920083757464955,0.8261983454911701,2.1418996328735354,0.5860438174072264,95.120766,False,True,False,False,False,2.0660874663805138,1.81667024895178,0.7485,0.8952,0,0.16783096695360575,-0.9957797476008454,212.34014100000002,49.0379243,True,False,False
212.655,-0.3903439390955559,-0.9947273823979154,False,212.6028,2.0294588899913464,0.7034,False,20.3646,-0.10730210832617981,-1.2900245334248033,False,20.2465,2.2426943045396337,0.6028,False,20.7136,2.266938263082594,19.6637,True,b'VFID1425',2844.8970244317197,8.24453701707511,-1.7311347125696828,0.2387499914177753,1.1688160676532768,1.9387227100830096,0.04280213418456924,5.473311,False,False,False,False,True,1.8942068823201814,1.9395166834368582,0.6577,0.466,0,0.49085429308216255,-1.5888590923486585,231.8334885,48.8735764,True,False,False
445.6678,-0.0515352907529461,-0.44580438656188115,False,445.3222,2.3769946244366307,1.0426,False,42.3421,-0.14003387853670018,-0.4734330513524661,False,42.1218,2.7084099051433363,1.0453,False,41.0376,4.277576399352154,2.3242,False,b'VFID1426',1273.206916693053,8.670643521413865,-1.5019165535955075,0.1275890718815662,2.248893498474415,2.11288630505371,-0.1944686987866202,12.753944,False,True,False,True,False,2.426228731432893,1.9020804685744073,0.9352,0.9246,0,0.20106442539496652,-0.6286228428174165,176.103822,48.8355083,True,False,False
305.1554,-1.0771419670208218,-0.37597742528976585,False,305.5424,0.8537591944988395,0.968,False,29.8001,-0.8573112282815117,2.9501614592896686,False,29.6993,1.2299940390132253,0.6045,False,32.9783,9.529302922140287,0.0281,True,b'VFID1433',3041.5027060531265,8.389828044070569,-2.1862359151123236,-0.3324114575209771,8.809473150962512,2.6365787814941406,-0.8487402038671874,0.3626399,False,False,True,False,False,0.8157469357657103,1.0817108763307965,0.9705,2.8473,1,-2.03790115035925,0.9300200764924227,138.966933,48.6888478,True,False,False
114.1279,-1.1351014827024353,0.14940617000411022,False,114.11,0.8018421594907763,1.5566,False,11.6418,-0.7993707133402745,-2.005298842950442,False,11.9465,1.561339984593762,0.4899,False,12.3669,3.388242655552014,0.0386,True,b'VFID1435',2924.5609434760554,8.371544500455894,-2.3401593816759902,-0.47172980619956206,2.9514848304034516,2.828438926635741,-0.166446437783204,2.4042032,False,False,False,False,True,0.724734711439525,1.147979017425226,1.2361,0.0643,0,-0.5668917046531329,-1.8461266020552358,169.615374,48.6822422,True,False,False
185.025,1.3180489957894057,0.4969584956559702,False,185.4362,4.670433978517155,1.5304,False,17.9053,1.1940029368783722,0.6743534060043341,False,0.0,0.0,0.0,False,18.2813,2.194743588153918,1.2677,False,b'VFID1438',2564.352759727353,9.160046446320088,-0.9751055882959812,0.2634590050596166,0.6402674070679569,2.347558971679687,0.9148328610156238,103.22238,False,True,False,True,False,4.57684905416194,3.4278546181267218,1.4118,1.5692,2,1.136624645730878,1.6014664044229463,218.68784100000002,48.669722,True,False,False
223.2759,0.9787086110554655,1.1331157405600012,False,224.3121,3.434968355095895,1.523,False,21.4637,0.6206650348906992,0.96495028754425,False,21.312,4.551325090219738,1.5303,False,20.0926,3.797709210249296,0.0219,True,b'VFID1440',3039.8752844994738,8.178267174564622,-0.8798566804078413,1.1429651829448613,1.369969376666996,1.1807422620239265,0.8786562834130862,9.7773695,False,False,True,False,False,4.043992234101645,2.7721124828999892,1.7334,1.7324,2,0.24411275504114666,1.8566934483205821,138.815175,48.6648798,True,False,False
244.6361,0.4265825869275769,-0.19794834555916027,False,244.8131,3.1314328516933125,1.215,False,23.4305,0.6580055755051496,0.10295304273130094,False,23.198,3.5897802095263653,0.8182,False,19.586,0.9250869846094681,0.2866,False,b'VFID1441',3041.1047975536844,8.716369701383535,-1.8187206262676723,-0.2257416316760601,0.32864873282205004,2.3350763303222664,-0.2840672578466794,1.6105491,False,False,False,False,True,3.1770040101094104,2.8148198736867345,1.0605,1.2483,2,0.7075197378259396,0.31517263592507644,139.4424585,48.6619128,True,False,False
313.4994,1.853152548832463,0.8502473138769278,False,313.1165,4.543192399406485,1.5672,False,29.3736,0.30977207972569604,-0.659329585866971,False,28.8862,2.9916551644186797,0.6787,False,26.7374,149.47440743635735,6.208,False,b'VFID1443',2759.935859600357,8.762247037212616,-1.3765663212967285,0.17976529726328105,61.85482941684843,2.075416189086912,-0.4602264272534171,1.8418313,False,True,False,True,False,5.417107362647822,2.4165357635865132,1.5904,0.8202,2,1.2195842065999107,0.9090100817422618,219.3717555,48.623661,True,False,False
156.3272,-0.7176566233262688,-0.8024559762888611,False,155.7512,1.3500249190258635,0.9048,False,15.1324,-0.7355221423119668,-1.1584368523843633,False,15.3488,1.4537449636272244,0.5647,False,14.3813,1.9564773247422143,0.0247,True,b'VFID1445',2928.5945677448735,8.293415857484147,-1.8019577132090987,0.12888197623932385,1.6023508059288711,2.1126502612304705,-0.15944338481445186,3.5776727,False,False,False,True,False,1.3802368276763055,1.221004362779384,0.7549,0.5399,0,-0.21484655231396754,-1.7138773953490067,198.71358899999998,48.6007671,True,False,False
